Empresa Aérea;Aeroporto de Origem Designador OACI;Nome/UF/País Origem;Aeroporto de Destino Designador OACI;Nome/UF/País Destino;Etapas Previstas;% de Cancelamentos;% de Atrasos Superiores a 30 min;% de Atrasos Superiores a 60 min
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SWGN;ARAGUAÍNA(TO, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);8;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SNBR;BARREIRAS(BA, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);2;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SNBR;BARREIRAS(BA, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);9;    ,00;  11,11;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBZM;REGIONAL DA ZONA DA MATA(MG, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);2;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBVC;GLAUBER DE ANDRADE ROCHA(BA, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);2; 100,00;;
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);19;   5,26;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SNBR;BARREIRAS(BA, BRASIL);2;    ,00;  50,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBVC;GLAUBER DE ANDRADE ROCHA(BA, BRASIL);2; 100,00;;
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);45;   6,67;   2,38;   2,38
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBMO;ZUMBI DOS PALMARES(AL, BRASIL);16;  18,75;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBIL;BAHIA - JORGE AMADO(BA, BRASIL);13;   7,69;   8,33;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBSR;PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);17;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBSP;CONGONHAS(SP, BRASIL);SBRP;LEITE LOPES(SP, BRASIL);34;   2,94;   6,06;   6,06
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBRP;LEITE LOPES(SP, BRASIL);SBSP;CONGONHAS(SP, BRASIL);34;   2,94;   6,06;   6,06
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBRP;LEITE LOPES(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);18;    ,00;  11,11;   5,56
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBRP;LEITE LOPES(SP, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);1;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBRP;LEITE LOPES(SP, BRASIL);SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);14;    ,00;   7,14;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBRP;LEITE LOPES(SP, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);1;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBRP;LEITE LOPES(SP, BRASIL);18;    ,00;   5,56;   5,56
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBPS;PORTO SEGURO(BA, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);45;   6,67;   2,38;   2,38
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBMO;ZUMBI DOS PALMARES(AL, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);16;  18,75;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBJV;LAURO CARNEIRO DE LOYOLA(SC, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);7;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBIL;BAHIA - JORGE AMADO(BA, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);13;   7,69;   8,33;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBZM;REGIONAL DA ZONA DA MATA(MG, BRASIL);2;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBRP;LEITE LOPES(SP, BRASIL);1;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBJV;LAURO CARNEIRO DE LOYOLA(SC, BRASIL);7;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBDN;PRESIDENTE PRUDENTE(SP, BRASIL);6;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBAU;ESTADUAL DARIO GUARITA(SP, BRASIL);5;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);SBRP;LEITE LOPES(SP, BRASIL);13;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBDN;PRESIDENTE PRUDENTE(SP, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);8;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SWGN;ARAGUAÍNA(TO, BRASIL);8;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SNBR;BARREIRAS(BA, BRASIL);9;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL);18;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBSR;PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL);16;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBRP;LEITE LOPES(SP, BRASIL);1;    ,00;    ,00;    ,00
PTB - PASSAREDO TRANSPORTES AÉREOS S.A.;SBAU;ESTADUAL DARIO GUARITA(SP, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);5;    ,00;    ,00;    ,00
UAL - UNITED AIRLINES, INC;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);KORD;O´HARE INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);8;    ,00;    ,00;    ,00
UAL - UNITED AIRLINES, INC;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);KIAH;GEORGE BUSH INTERCONTINENTAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);30;   3,33;    ,00;    ,00
UAL - UNITED AIRLINES, INC;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);KEWR;NEWARK LIBERTY INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);30;    ,00;   3,33;    ,00
UAL - UNITED AIRLINES, INC;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);KIAH;GEORGE BUSH INTERCONTINENTAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);22;   4,55;    ,00;    ,00
UAL - UNITED AIRLINES, INC;KORD;O´HARE INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);9;    ,00;  11,11;  11,11
UAL - UNITED AIRLINES, INC;KIAH;GEORGE BUSH INTERCONTINENTAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);30;   3,33;   6,90;   3,45
UAL - UNITED AIRLINES, INC;KIAH;GEORGE BUSH INTERCONTINENTAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);21;    ,00;   4,76;   4,76
UAL - UNITED AIRLINES, INC;KEWR;NEWARK LIBERTY INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);30;    ,00;   3,33;   3,33
ARG - AEROLINEAS ARGENTINAS S/A;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(, ARGENTINA);2;    ,00;  50,00;  50,00
ARG - AEROLINEAS ARGENTINAS S/A;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);5;  60,00;  50,00;    ,00
ARG - AEROLINEAS ARGENTINAS S/A;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);10;  90,00;    ,00;    ,00
ARG - AEROLINEAS ARGENTINAS S/A;SBFL;HERCÍLIO LUZ(SC, BRASIL);SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);2; 100,00;;
ARG - AEROLINEAS ARGENTINAS S/A;SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(, ARGENTINA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);2;    ,00;  50,00;  50,00
ARG - AEROLINEAS ARGENTINAS S/A;SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);5;  60,00;  50,00;  50,00
ARG - AEROLINEAS ARGENTINAS S/A;SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);9;  88,89;    ,00;    ,00
ARG - AEROLINEAS ARGENTINAS S/A;SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);SBFL;HERCÍLIO LUZ(SC, BRASIL);2; 100,00;;
AFR - SOCIÉTÉ AIR FRANCE;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);LFPG;PARIS-CHARLES DE GAULLE AIRPORT (ROISSY AIRPORT)(, FRANÇA);24;   8,33;    ,00;    ,00
AFR - SOCIÉTÉ AIR FRANCE;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);LFPG;PARIS-CHARLES DE GAULLE AIRPORT (ROISSY AIRPORT)(, FRANÇA);11;    ,00;    ,00;    ,00
AFR - SOCIÉTÉ AIR FRANCE;LFPG;PARIS-CHARLES DE GAULLE AIRPORT (ROISSY AIRPORT)(, FRANÇA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);26;  15,38;    ,00;    ,00
AFR - SOCIÉTÉ AIR FRANCE;LFPG;PARIS-CHARLES DE GAULLE AIRPORT (ROISSY AIRPORT)(, FRANÇA);SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);14;   7,14;  23,08;  15,38
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);LPPT;LISBOA(, PORTUGAL);6;  33,33;    ,00;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBMO;ZUMBI DOS PALMARES(AL, BRASIL);5;  20,00;    ,00;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);LPPT;LISBOA(, PORTUGAL);9;  33,33;    ,00;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;SBMO;ZUMBI DOS PALMARES(AL, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);5;  40,00;    ,00;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);LPPT;LISBOA(, PORTUGAL);16;  18,75;    ,00;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);LPPT;LISBOA(, PORTUGAL);10;  30,00;  14,29;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);LPPR;PORTO(, PORTUGAL);2;    ,00;    ,00;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;SBFZ;PINTO MARTINS(CE, BRASIL);LPPT;LISBOA(, PORTUGAL);7;  14,29;    ,00;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;SBCF;TANCREDO NEVES(MG, BRASIL);LPPT;LISBOA(, PORTUGAL);4;    ,00;    ,00;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);LPPT;LISBOA(, PORTUGAL);4;  25,00;    ,00;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;LPPT;LISBOA(, PORTUGAL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);6;  16,67;  20,00;  20,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;LPPT;LISBOA(, PORTUGAL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);9;  11,11;  12,50;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;LPPT;LISBOA(, PORTUGAL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);19;  21,05;   6,67;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;LPPT;LISBOA(, PORTUGAL);SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);14;  35,71;    ,00;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;LPPT;LISBOA(, PORTUGAL);SBFZ;PINTO MARTINS(CE, BRASIL);8;  12,50;    ,00;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;LPPT;LISBOA(, PORTUGAL);SBCF;TANCREDO NEVES(MG, BRASIL);6;  16,67;    ,00;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;LPPT;LISBOA(, PORTUGAL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);6;  33,33;    ,00;    ,00
TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;LPPR;PORTO(, PORTUGAL);SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);2;    ,00;    ,00;    ,00
IBE - IBÉRIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);LEMD;ADOLFO SUÁREZ MADRID-BARAJAS AIRPORT(, ESPANHA);15;    ,00;    ,00;    ,00
IBE - IBÉRIA LINEAS AEREAS DE ESPAÑA SOCIEDAD ANONIMA OPERADORA;LEMD;ADOLFO SUÁREZ MADRID-BARAJAS AIRPORT(, ESPANHA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);15;    ,00;   6,67;   6,67
QTR - QATAR AIRWAYS GROUP;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);OTHH;HAMAD INTERNATIONAL AIRPORT(, QATAR);43;   2,33;   7,14;    ,00
QTR - QATAR AIRWAYS GROUP;OTHH;HAMAD INTERNATIONAL AIRPORT(, QATAR);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);43;    ,00;  72,09;   6,98
KLM - KLM CIA. REAL HOLANDESA DE AVIAÇÃO;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);EHAM;AMSTERDAM AIRPORT SCHIPHOL(, HOLANDA);30;    ,00;    ,00;    ,00
KLM - KLM CIA. REAL HOLANDESA DE AVIAÇÃO;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);EHAM;AMSTERDAM AIRPORT SCHIPHOL(, HOLANDA);21;   4,76;    ,00;    ,00
KLM - KLM CIA. REAL HOLANDESA DE AVIAÇÃO;EHAM;AMSTERDAM AIRPORT SCHIPHOL(, HOLANDA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);30;   6,67;  35,71;  35,71
KLM - KLM CIA. REAL HOLANDESA DE AVIAÇÃO;EHAM;AMSTERDAM AIRPORT SCHIPHOL(, HOLANDA);SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);21;    ,00;    ,00;    ,00
UAE - EMIRATES;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);OMDB;DUBAI(, EMIRADOS ÁRABES UNIDOS);22;    ,00;    ,00;    ,00
UAE - EMIRATES;OMDB;DUBAI(, EMIRADOS ÁRABES UNIDOS);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);22;    ,00;    ,00;    ,00
SUL - ASTA LINHAS AÉREAS LTDA ( EX - AMÉRICA DO SUL LINHAS AÉREAS LTDA.);SWJN;JUÍNA(MT, BRASIL);SBCY;MARECHAL RONDON(MT, BRASIL);5;    ,00;    ,00;    ,00
SUL - ASTA LINHAS AÉREAS LTDA ( EX - AMÉRICA DO SUL LINHAS AÉREAS LTDA.);SBCY;MARECHAL RONDON(MT, BRASIL);SWJN;JUÍNA(MT, BRASIL);5;    ,00;    ,00;    ,00
SWR - SWISS INTERNATIONAL AIR LINES LTD.;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);LSZH;ZÜRICH AIRPORT (KLOTEN AIRPORT)(, SUÍÇA);21;    ,00;    ,00;    ,00
SWR - SWISS INTERNATIONAL AIR LINES LTD.;LSZH;ZÜRICH AIRPORT (KLOTEN AIRPORT)(, SUÍÇA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);22;    ,00;    ,00;    ,00
ETH - ETHIOPIAN AIRLINES GROUP;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(, ARGENTINA);28;  85,71;    ,00;    ,00
ETH - ETHIOPIAN AIRLINES GROUP;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);HAAB;BOLE INTERNATIONAL AIRPORT(, ETIÓPIA);29;  37,93;    ,00;    ,00
ETH - ETHIOPIAN AIRLINES GROUP;SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(, ARGENTINA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);27;  85,19;    ,00;    ,00
ETH - ETHIOPIAN AIRLINES GROUP;HAAB;BOLE INTERNATIONAL AIRPORT(, ETIÓPIA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);29;  41,38;  29,41;    ,00
DLH - DEUTSCHE LUFTHANSA A.G.;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);EDDF;FRANKFURT INTERNATIONAL AIRPORT(, ALEMANHA);30;    ,00;   3,33;   3,33
DLH - DEUTSCHE LUFTHANSA A.G.;EDDF;FRANKFURT INTERNATIONAL AIRPORT(, ALEMANHA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);30;    ,00;  20,00;    ,00
THY - TURKISH AIRLINES INC;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(, ARGENTINA);5;    ,00;  40,00;  20,00
THY - TURKISH AIRLINES INC;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);LTFM;ISTANBUL AIRPORT(, TURQUIA);13;    ,00;   7,69;   7,69
THY - TURKISH AIRLINES INC;SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(, ARGENTINA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);5;    ,00;  60,00;  20,00
THY - TURKISH AIRLINES INC;LTFM;ISTANBUL AIRPORT(, TURQUIA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);13;    ,00;  92,31;  30,77
AMX - AEROVÍAS DE MÉXICO S.A DE C.V - AEROMÉXICO;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);MMMX;BENITO JUAREZ INTL(, MÉXICO);30;    ,00;    ,00;    ,00
AMX - AEROVÍAS DE MÉXICO S.A DE C.V - AEROMÉXICO;MMMX;BENITO JUAREZ INTL(, MÉXICO);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);30;    ,00;   6,67;    ,00
AAL - AMERICAN AIRLINES, INC.;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);KMIA;MIAMI INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);30;   3,33;   3,45;   3,45
AAL - AMERICAN AIRLINES, INC.;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);KJFK;JOHN F. KENNEDY INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);30;   3,33;   3,45;   3,45
AAL - AMERICAN AIRLINES, INC.;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);KDFW;DALLAS-FORT WORTH INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);30;   3,33;    ,00;    ,00
AAL - AMERICAN AIRLINES, INC.;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);KMIA;MIAMI INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);31;   6,45;   3,45;   3,45
AAL - AMERICAN AIRLINES, INC.;SBEG;EDUARDO GOMES(AM, BRASIL);KMIA;MIAMI INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);12;  41,67;    ,00;    ,00
AAL - AMERICAN AIRLINES, INC.;KMIA;MIAMI INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);30;   3,33;  13,79;  10,34
AAL - AMERICAN AIRLINES, INC.;KMIA;MIAMI INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);29;   3,45;  10,71;   3,57
AAL - AMERICAN AIRLINES, INC.;KMIA;MIAMI INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);SBEG;EDUARDO GOMES(AM, BRASIL);13;  46,15;    ,00;    ,00
AAL - AMERICAN AIRLINES, INC.;KJFK;JOHN F. KENNEDY INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);30;   3,33;   3,45;   3,45
AAL - AMERICAN AIRLINES, INC.;KDFW;DALLAS-FORT WORTH INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);30;   3,33;  10,34;  10,34
